LotArea,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod,BsmtFinSF,TotalBsmtSF,Heating,CentralAir,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,YrSold,SalePrice
11419,NAmes,Artery,1Fam,2Story,7,7,1948,1999,699,699,GasA,Y,1,1,3,1,6,1,Attchd,Unf,2,410,2009,152500
9600,NAmes,Norm,1Fam,1Story,5,6,1950,1950,390,1200,GasA,Y,1,0,3,1,6,0,Attchd,Fin,1,246,2009,129900
8000,NAmes,Norm,1Fam,1Story,6,6,1948,2002,680,972,GasA,Y,1,0,2,1,5,1,Detchd,Unf,1,240,2009,132000
5470,OldTown,Norm,1Fam,1Story,3,5,1958,1958,0,792,GasA,Y,1,0,2,1,4,0,Attchd,Unf,1,366,2009,99900
10410,OldTown,Norm,1Fam,1.5Fin,5,7,1916,1987,0,660,GasA,Y,2,1,3,1,8,0,Detchd,Unf,1,180,2009,135000
10800,OldTown,Norm,1Fam,2Story,5,7,1939,2006,0,676,GasA,Y,2,0,4,1,7,0,Detchd,Unf,2,720,2009,149000
8146,OldTown,Norm,1Fam,2Story,4,8,1900,2003,0,405,GasA,Y,1,0,2,1,6,0,Detchd,Unf,1,281,2009,114000
9022,OldTown,Norm,1Fam,1Story,5,8,1924,2006,0,768,GasA,Y,1,0,2,1,5,0,Detchd,Unf,1,240,2009,109500
10230,OldTown,Norm,1Fam,1Story,5,7,1925,1950,0,1054,GasA,Y,1,0,3,1,6,0,Detchd,Unf,1,264,2009,125000
10410,OldTown,Norm,1Fam,1.5Fin,4,5,1915,1950,0,1313,GasA,Y,2,0,3,1,8,1,Detchd,Unf,2,528,2009,142900
7200,OldTown,Artery,1Fam,2Story,7,9,1910,2008,0,560,GasA,Y,2,0,4,1,5,0,Detchd,Unf,2,624,2009,156500
5400,OldTown,Artery,1Fam,1Story,2,5,1940,1950,0,416,GasA,N,1,0,2,1,4,0,NA,NA,0,0,2009,59000
5400,OldTown,Artery,1Fam,1.5Fin,4,6,1920,1950,315,840,GasA,Y,1,0,2,1,6,0,Detchd,Fin,1,338,2009,105000
10800,OldTown,Norm,1Fam,1Story,5,7,1920,1950,0,720,GasA,N,1,0,2,1,4,0,Detchd,Fin,2,576,2009,106000
10800,OldTown,Norm,1Fam,1Story,3,5,1890,1998,0,630,GasA,Y,1,1,1,1,4,0,Detchd,Unf,1,320,2009,78500
9671,NAmes,Artery,Duplex,2Story,6,5,1969,1969,0,1248,GasA,Y,2,2,6,2,12,0,Attchd,RFn,3,907,2009,190000
10143,NAmes,Norm,1Fam,1Story,6,7,1963,1963,384,1380,GasA,Y,1,1,3,1,6,0,Attchd,Unf,1,364,2009,154000
11500,NAmes,Norm,1Fam,1Story,6,4,1967,1967,872,1040,GasA,Y,1,0,3,1,6,1,Attchd,RFn,2,480,2009,163000
11643,NAmes,Artery,Duplex,2Story,5,5,1969,1969,500,1248,GasA,Y,2,2,6,2,12,0,Detchd,Unf,4,968,2009,200000
8010,NAmes,Norm,1Fam,1Story,6,9,1958,2007,745,951,GasA,Y,1,0,2,1,6,0,Detchd,Unf,2,480,2009,143500
10454,NAmes,Norm,1Fam,1Story,6,6,1957,1957,546,1105,GasA,Y,1,0,3,1,5,0,Detchd,Unf,1,308,2009,135000
8712,NAmes,Norm,1Fam,1Story,5,7,1957,2000,860,992,GasA,Y,1,0,2,1,5,0,Detchd,Unf,1,756,2009,153000
17600,NAmes,Norm,1Fam,1Story,6,5,1960,1960,1270,1478,GasA,Y,2,0,3,1,6,2,Attchd,Unf,2,498,2009,157500
9000,NAmes,Norm,1Fam,1Story,6,6,1958,1958,0,160,GasA,Y,1,0,2,1,5,1,Basment,RFn,1,384,2009,113500
12144,NAmes,Norm,1Fam,1Story,5,7,1949,1950,375,832,GasA,Y,1,0,3,1,6,1,Attchd,Unf,1,288,2009,133000
8544,NAmes,Norm,Duplex,1Story,3,4,1950,1950,0,0,Wall,N,2,0,2,2,6,0,Detchd,Unf,2,400,2009,92900
8064,NAmes,Artery,1Fam,1.5Fin,6,5,1950,1950,621,795,GasA,N,1,0,3,1,5,0,Detchd,Unf,2,900,2009,128500
7200,NAmes,Norm,Duplex,1Story,4,5,1949,1950,0,0,Wall,N,2,0,2,2,6,0,Detchd,Unf,2,420,2009,90000
7200,NAmes,Norm,1Fam,1.5Fin,5,4,1950,1982,180,1208,GasA,Y,1,1,3,1,7,0,Attchd,Unf,1,240,2009,138000
7350,NAmes,Norm,1Fam,1Story,5,6,1958,1958,0,1041,GasA,Y,1,0,3,1,6,0,Attchd,RFn,1,294,2009,128000
7560,NAmes,Norm,1Fam,1Story,5,6,1958,1965,504,1029,GasA,Y,1,0,3,1,6,0,Attchd,Unf,1,294,2009,139000
7200,NAmes,Norm,1Fam,1Story,5,7,1952,1952,630,732,GasA,Y,1,0,2,1,4,0,Detchd,Unf,1,240,2009,118900
8000,NAmes,Norm,1Fam,SLvl,5,5,1959,1959,433,528,GasA,Y,1,0,3,1,6,0,Attchd,RFn,1,288,2009,138000
7931,NAmes,Norm,1Fam,1Story,5,5,1959,1959,1148,1148,GasA,Y,1,0,3,1,6,0,Attchd,Unf,1,672,2009,132500
10800,NAmes,Artery,1Fam,1.5Fin,4,7,1949,1996,0,832,GasA,Y,2,0,4,1,6,0,Detchd,Unf,1,384,2009,133500
8064,NAmes,Artery,1Fam,1.5Fin,6,7,1948,1994,120,864,GasA,Y,1,0,3,1,6,0,Detchd,Unf,2,576,2009,135000
7570,NAmes,Norm,1Fam,2Story,6,5,1964,1964,0,780,GasA,Y,1,1,4,1,8,0,Attchd,Unf,2,483,2009,144750
8604,NAmes,Norm,Duplex,SFoyer,5,7,1978,1978,941,941,GasA,Y,1,0,2,1,4,0,Attchd,Unf,2,564,2009,145000
7936,NAmes,Norm,1Fam,1Story,6,6,1963,1963,826,1045,GasA,Y,1,0,3,1,6,1,Attchd,RFn,1,264,2009,127000
6600,NAmes,PosN,1Fam,1Story,5,5,1962,1962,0,894,GasA,N,1,0,2,1,5,0,Detchd,Unf,1,308,2009,109500
3950,OldTown,Artery,1Fam,1.5Fin,6,8,1926,2004,468,818,GasA,Y,1,0,3,1,5,0,Detchd,Unf,1,210,2009,115000
10440,OldTown,Norm,1Fam,2Story,5,6,1910,1981,0,440,GasA,Y,1,1,2,1,5,0,Detchd,Unf,2,440,2009,110000
4080,OldTown,Norm,1Fam,1.5Fin,6,8,1935,1998,0,901,GasA,Y,1,0,3,1,6,0,Detchd,Unf,1,162,2009,128900
10307,OldTown,Norm,Duplex,2Story,6,5,1910,1950,633,972,GasA,N,2,0,4,2,12,0,Detchd,Unf,2,324,2009,103500
5720,OldTown,Artery,1Fam,1.5Fin,5,6,1941,1950,0,676,GasA,Y,1,1,3,1,5,0,Detchd,Unf,1,200,2009,66500
15660,OldTown,Norm,1Fam,1.5Fin,5,8,1910,2003,0,240,GasA,Y,1,1,3,1,6,0,Detchd,Unf,2,472,2009,130000
9900,OldTown,Norm,1Fam,2Story,5,8,1910,2002,0,504,GasA,Y,2,0,3,1,7,0,NA,NA,0,0,2009,129000
6406,OldTown,Norm,1Fam,2Story,5,6,1939,1950,421,690,GasA,Y,1,1,3,1,7,1,Detchd,Unf,2,400,2009,150000
6600,OldTown,Norm,1Fam,2Story,5,4,1892,1965,0,994,GasA,N,2,0,4,2,11,0,Attchd,RFn,1,432,2009,107500
7627,OldTown,Artery,2fmCon,2Story,4,6,1920,1950,0,600,GasA,N,2,0,4,2,8,0,NA,NA,0,0,2009,94550
7596,OldTown,Artery,Duplex,2Story,5,5,1952,1952,0,960,GasA,Y,2,0,4,2,10,0,Detchd,Unf,2,400,2009,124500
3378,OldTown,Norm,1Fam,2Story,7,8,1946,1992,0,651,GasA,Y,1,1,3,1,6,2,Detchd,Unf,1,240,2009,135000
10134,OldTown,Norm,1Fam,1.5Fin,5,5,1910,1950,0,801,GasA,N,1,0,3,1,6,0,NA,NA,0,0,2009,103000
6000,OldTown,Norm,2fmCon,1Story,4,4,1953,1953,0,936,GasA,N,1,0,2,1,4,0,Detchd,Unf,2,576,2009,93000
6000,OldTown,Norm,1Fam,1.5Fin,5,7,1950,1970,384,768,GasA,Y,1,1,3,1,6,0,Detchd,Unf,1,308,2009,129500
6000,OldTown,Norm,2fmCon,1.5Fin,5,4,1954,1954,0,811,GasA,Y,2,0,3,2,7,0,BuiltIn,Unf,1,256,2009,93000
7404,OldTown,Norm,1Fam,1Story,4,6,1920,1950,0,861,GasA,Y,1,0,2,1,5,0,Detchd,Unf,2,288,2009,80000
5925,OldTown,Norm,1Fam,1Story,2,4,1940,1950,0,0,GasA,N,1,0,1,1,4,0,Detchd,Unf,1,308,2009,45000
5925,OldTown,Norm,1Fam,1.5Fin,3,6,1910,1950,0,600,Grav,N,1,0,2,1,6,0,NA,NA,0,0,2009,37900
5784,OldTown,Artery,1Fam,1Story,5,8,1938,1996,0,190,GasA,Y,1,0,2,1,4,0,Attchd,Unf,1,273,2009,91300
8520,OldTown,Norm,1Fam,1Story,5,8,1923,1950,0,624,GasA,Y,1,0,2,1,5,0,Detchd,Unf,1,287,2009,99500
4456,OldTown,Norm,2fmCon,2Story,4,5,1920,2008,0,736,GasA,Y,2,0,2,3,8,0,NA,NA,0,0,2009,113000
9600,OldTown,Norm,1Fam,2Story,4,4,1910,1950,0,677,GasA,Y,2,0,3,1,7,0,Detchd,Unf,2,720,2009,87500
3500,OldTown,Norm,1Fam,1.5Fin,5,7,1947,1950,312,720,GasA,Y,1,1,2,1,5,0,Detchd,Unf,1,240,2009,110000
8100,OldTown,Norm,1Fam,2.5Unf,5,5,1898,1965,0,849,GasA,N,2,0,2,3,11,0,Detchd,Unf,2,360,2009,106000
11700,OldTown,Norm,1Fam,2Story,7,7,1880,2003,0,1240,GasW,N,1,1,4,1,8,1,Detchd,Unf,4,864,2009,265979
8400,OldTown,Artery,1Fam,2Story,6,7,1900,1950,0,917,GasA,Y,2,0,3,1,8,0,Detchd,Unf,1,357,2009,160000
3600,OldTown,Norm,1Fam,2Story,6,7,1917,2007,0,624,GasA,Y,1,0,3,1,5,1,Attchd,Unf,1,280,2009,119000
17671,OldTown,Artery,1Fam,2Story,8,9,1882,1986,216,916,GasA,Y,1,1,4,1,8,1,Attchd,Unf,2,424,2009,168000
3300,OldTown,Norm,1Fam,1Story,4,3,1910,1950,0,624,GasA,Y,1,0,2,1,5,1,NA,NA,0,0,2009,58500
9000,OldTown,Artery,1Fam,2Story,7,9,1920,1988,624,650,GasA,Y,1,0,3,1,7,0,Detchd,Unf,2,324,2009,143000
7200,OldTown,Norm,1Fam,1Story,5,4,1910,2006,247,1022,GasW,N,1,0,2,1,4,0,Detchd,Unf,1,280,2009,85000
8820,OldTown,Norm,1Fam,1.5Fin,5,6,1890,1996,1088,1088,GasA,Y,1,0,2,1,7,0,Detchd,Unf,2,456,2009,124900
5400,OldTown,Norm,1Fam,1.5Fin,6,6,1920,1950,0,972,GasA,Y,1,0,3,1,6,0,Detchd,Unf,1,207,2009,119000
9720,OldTown,Norm,1Fam,2Story,6,7,1910,2002,0,741,GasA,Y,1,0,4,1,8,0,Detchd,Unf,3,640,2009,146500
7879,IDOTRR,Norm,1Fam,1Story,4,5,1920,1950,495,720,GasA,N,1,0,2,1,4,0,NA,NA,0,0,2009,34900
9392,IDOTRR,Norm,1Fam,1Story,3,3,1900,1950,0,245,GasA,N,1,0,2,1,5,0,NA,NA,0,0,2009,44000
21384,BrkSide,Norm,1Fam,2Story,5,6,1923,2004,1309,1324,GasA,Y,1,1,3,1,6,1,Attchd,RFn,2,528,2009,223500
6615,BrkSide,Norm,1Fam,1Story,6,6,1923,1950,0,1022,GasA,N,1,0,3,1,6,1,BuiltIn,Unf,1,216,2009,149000
7264,BrkSide,Norm,1Fam,1.5Fin,7,7,1925,2007,0,952,GasW,N,2,1,3,1,5,0,Detchd,Unf,2,672,2009,205000
4960,BrkSide,RRAn,1Fam,1.5Fin,5,7,1930,1982,0,297,GasA,Y,2,0,3,1,7,1,Detchd,Unf,1,336,2009,137000
8854,BrkSide,Norm,1Fam,1.5Unf,6,6,1916,1950,0,952,Grav,N,1,0,2,1,4,1,Detchd,Unf,1,192,2009,121000
6000,BrkSide,Norm,1Fam,1.5Fin,4,6,1936,1950,672,672,GasA,Y,1,0,3,1,6,0,Detchd,Unf,1,240,2009,128000
6000,BrkSide,Norm,1Fam,1.5Fin,6,9,1937,2000,0,698,GasA,Y,1,0,2,1,4,0,Detchd,Unf,2,624,2009,134900
6000,BrkSide,Norm,1Fam,1.5Fin,5,8,1925,1997,0,884,GasA,Y,1,0,3,1,5,1,Detchd,Unf,1,216,2009,117000
6000,BrkSide,Norm,1Fam,1.5Fin,6,6,1939,1950,0,780,GasA,Y,1,0,4,1,6,1,Detchd,Unf,1,280,2009,132500
6000,BrkSide,Norm,1Fam,1.5Fin,5,5,1924,1950,220,468,GasA,Y,1,0,3,1,6,0,Attchd,Fin,1,320,2009,93000
6000,BrkSide,Norm,1Fam,1.5Unf,6,7,1926,2004,0,884,GasA,Y,1,0,2,1,4,0,Detchd,Unf,1,180,2009,119000
6911,BrkSide,Feedr,1Fam,1Story,5,5,1924,1950,405,1145,GasA,Y,1,0,2,1,5,0,Detchd,Unf,2,440,2009,100000
6120,BrkSide,Norm,1Fam,1.5Fin,5,6,1936,1950,0,927,GasA,Y,1,1,3,1,5,0,Detchd,Unf,2,576,2009,141500
6120,BrkSide,Norm,1Fam,1.5Fin,4,7,1935,1995,0,884,GasA,Y,1,0,3,1,6,0,Detchd,Unf,1,240,2009,133000
6120,BrkSide,Norm,1Fam,1Story,2,3,1936,1950,0,264,Grav,N,1,0,1,1,4,1,NA,NA,0,0,2009,60000
6120,BrkSide,Norm,1Fam,1Story,5,7,1931,1993,209,715,GasA,Y,1,0,2,1,5,0,Detchd,Unf,1,180,2009,105000
6120,BrkSide,Norm,1Fam,1Story,5,6,1925,1999,0,960,GasA,Y,1,0,2,1,5,0,Detchd,Unf,1,264,2009,115000
6120,BrkSide,Norm,1Fam,1.5Fin,5,6,1938,1950,273,952,GasA,Y,2,0,3,1,6,1,Detchd,Unf,1,250,2009,150000
8635,BrkSide,Norm,1Fam,1Story,5,5,1925,1950,134,1072,GasA,Y,1,0,2,1,5,0,Detchd,Unf,5,1184,2009,126500
11888,BrkSide,PosN,1Fam,2.5Unf,6,6,1916,1994,0,844,GasA,N,2,0,5,1,10,0,Detchd,Unf,2,441,2009,214500
11414,BrkSide,RRAn,1Fam,2Story,7,8,1910,1993,0,728,GasA,N,1,0,3,1,8,0,Detchd,Unf,2,532,2009,167500
8094,OldTown,Norm,1Fam,2Story,6,6,1915,1950,0,1048,GasA,Y,2,0,3,1,8,0,Detchd,Unf,2,576,2009,155000
2500,OldTown,Norm,1Fam,2Story,7,8,1915,2005,299,910,GasA,Y,1,1,4,1,7,1,Attchd,Unf,1,164,2009,155000
9928,OldTown,Norm,1Fam,2Story,7,8,1915,1994,0,672,GasA,Y,2,0,3,1,8,0,Detchd,Unf,1,216,2009,179900
5520,OldTown,Norm,1Fam,2.5Fin,6,6,1912,1950,0,755,GasA,Y,1,0,5,1,8,0,NA,NA,0,0,2009,104000
3000,OldTown,Norm,Duplex,2Story,5,1,1922,1950,0,1040,GasA,N,2,0,4,2,11,0,NA,NA,0,0,2009,62500
6876,IDOTRR,Norm,1Fam,2Story,6,5,1927,1950,522,720,GasA,Y,2,0,4,1,8,0,Attchd,Unf,1,316,2009,149000
6240,IDOTRR,Norm,1Fam,1.5Fin,4,5,1925,1950,152,780,GasA,Y,1,0,2,1,5,0,Detchd,Unf,2,539,2009,103000
5775,OldTown,Feedr,1Fam,2Story,6,7,1915,2002,0,483,GasA,Y,1,0,3,1,7,0,Attchd,Unf,1,379,2009,123000
5852,OldTown,Feedr,2fmCon,2.5Unf,7,5,1902,2000,169,1020,GasA,N,2,1,6,1,9,0,NA,NA,0,0,2009,97500
5160,IDOTRR,Norm,1Fam,1.5Fin,6,6,1927,1950,0,1204,GasA,Y,1,0,3,1,4,0,Detchd,Unf,1,384,2009,135000
5160,IDOTRR,Norm,1Fam,SFoyer,4,6,1923,1950,749,858,GasA,Y,1,0,1,1,5,0,NA,NA,0,0,2009,70000
10320,IDOTRR,Artery,2fmCon,2Story,6,7,1915,1965,276,698,GasA,Y,1,1,3,1,7,0,Detchd,Unf,1,308,2009,116000
4280,Sawyer,Norm,1Fam,1Story,4,9,1946,2001,0,560,GasA,Y,1,0,2,1,4,0,CarPort,Unf,1,220,2009,88750
10800,Edwards,Norm,Duplex,1Story,5,5,1987,1988,1200,1200,GasA,Y,3,0,3,1,5,0,NA,NA,0,0,2009,179000
10800,Edwards,Norm,Duplex,1Story,5,5,1987,1988,1200,1200,GasA,Y,3,0,3,1,5,0,NA,NA,0,0,2009,179000
10547,Edwards,Norm,Duplex,SFoyer,5,5,1978,1978,1152,1152,GasA,Y,2,0,2,2,6,0,Detchd,Unf,1,252,2009,159900
10020,Edwards,Norm,1Fam,1Story,1,1,1922,1950,350,683,GasA,N,0,1,1,1,4,0,NA,NA,0,0,2009,61000
6629,Edwards,Artery,1Fam,2Story,6,6,1925,1950,551,672,GasA,N,2,0,3,1,6,0,Detchd,Unf,1,300,2009,103600
9780,Edwards,Norm,1Fam,1.5Fin,5,3,1934,1950,0,585,GasA,N,2,0,4,1,6,0,Detchd,Unf,1,226,2009,63000
12886,Sawyer,Norm,1Fam,SLvl,5,6,1963,1999,444,520,GasA,Y,2,0,3,1,6,1,Attchd,RFn,2,480,2009,175000
8816,Sawyer,Feedr,1Fam,1Story,5,6,1963,1963,651,1121,GasA,Y,1,0,3,1,5,0,Detchd,Unf,2,480,2009,139000
11184,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,226,918,GasA,Y,2,1,3,1,7,1,Attchd,RFn,2,440,2009,172500
11625,Sawyer,Norm,1Fam,1Story,5,6,1967,1967,527,1052,GasA,Y,1,1,3,1,6,1,Attchd,Fin,1,668,2009,113500
7800,Sawyer,Norm,1Fam,1Story,5,7,1967,2004,450,864,GasA,Y,1,0,3,1,5,0,Attchd,Fin,1,288,2009,130000
8014,Sawyer,Norm,1Fam,SFoyer,6,5,1978,1978,456,456,GasA,Y,1,0,3,1,5,1,Basment,Fin,2,504,2009,149900
7252,Sawyer,Norm,1Fam,SFoyer,5,5,1982,1982,685,858,GasA,Y,1,0,2,1,5,0,Detchd,Unf,2,576,2009,134900
8740,Sawyer,Norm,1Fam,SFoyer,5,6,1982,1982,672,840,GasA,Y,1,0,2,1,4,0,Detchd,Unf,2,528,2009,137000
11616,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,170,1092,GasA,Y,1,0,3,1,6,1,Attchd,Unf,1,288,2009,139000
15400,Sawyer,Norm,1Fam,SLvl,5,5,1961,1961,0,552,GasA,Y,2,0,4,1,8,1,Attchd,Unf,1,384,2009,165000
15312,Sawyer,Norm,1Fam,SLvl,6,5,1960,1960,588,1138,GasA,Y,1,0,3,1,6,1,Attchd,RFn,2,480,2009,148000
15584,ClearCr,Norm,1Fam,SLvl,5,5,1956,1956,0,825,GasA,Y,1,1,4,1,9,1,Attchd,Unf,1,336,2009,165000
9000,Sawyer,Norm,1Fam,1Story,2,2,1947,1950,0,0,GasA,N,1,0,2,1,5,0,NA,NA,0,0,2009,63900
11250,ClearCr,Norm,1Fam,1.5Fin,4,5,1957,1989,0,1104,GasA,Y,1,0,5,1,8,2,Attchd,Unf,1,304,2009,161500
25095,ClearCr,Norm,1Fam,1Story,5,8,1968,2003,1324,1437,GasA,Y,1,0,1,1,5,2,Attchd,Unf,1,452,2009,143000
17140,Edwards,Norm,1Fam,1Story,4,6,1956,1956,1059,1134,GasA,Y,1,0,3,1,6,0,Attchd,RFn,1,284,2009,135000
12342,Edwards,Norm,1Fam,1Story,4,5,1940,1950,262,861,GasA,Y,1,0,1,1,4,0,Detchd,Unf,2,539,2009,82500
10708,ClearCr,Norm,1Fam,1Story,5,5,1955,1993,379,1617,GasA,Y,1,0,2,1,7,3,Attchd,Fin,1,303,2009,190000
13680,Edwards,Norm,1Fam,1Story,3,5,1955,1955,0,0,GasA,Y,2,0,4,1,8,1,Attchd,Unf,2,452,2009,139600
15635,Edwards,Norm,1Fam,1Story,4,5,1954,1954,0,0,GasA,Y,1,0,2,1,6,0,Attchd,Unf,2,498,2009,122000
9855,Edwards,Norm,1Fam,1Story,6,5,1956,1956,0,1436,GasA,Y,1,0,3,1,7,1,Attchd,Unf,2,480,2009,127500
9571,Edwards,Norm,1Fam,1Story,5,5,1956,1956,257,1073,GasA,Y,1,0,2,1,5,0,Attchd,Unf,1,340,2009,121500
9571,Edwards,Norm,1Fam,1Story,5,3,1958,1958,0,1276,GasA,Y,1,0,3,1,5,0,Attchd,Unf,1,350,2009,60000
9350,Edwards,Norm,1Fam,2Story,6,7,1946,1950,342,747,GasA,Y,1,1,3,1,6,1,Detchd,Unf,1,240,2009,154400
9340,Edwards,Norm,1Fam,1Story,4,6,1941,1950,344,672,GasA,Y,1,0,2,1,4,0,Attchd,Unf,1,234,2009,113000
7440,Edwards,Norm,1Fam,1Story,5,6,1954,1954,173,1089,GasW,Y,1,0,3,1,5,1,Detchd,RFn,1,252,2009,125000
11500,Edwards,Norm,1Fam,1Story,4,3,1957,1957,0,0,GasA,N,1,0,3,1,5,0,Detchd,Unf,1,290,2009,84000
4235,Edwards,Norm,TwnhsE,1Story,5,5,1984,1984,552,1049,GasA,Y,2,0,2,1,5,0,Attchd,Fin,1,266,2009,139500
11409,Edwards,Norm,1Fam,1.5Fin,5,4,1949,2008,292,768,GasA,Y,1,1,3,1,8,1,Attchd,Unf,1,281,2009,131000
9060,Edwards,Norm,1Fam,1.5Fin,6,5,1939,1950,204,560,GasA,Y,1,0,2,1,6,0,Detchd,Unf,1,280,2009,105000
9084,Edwards,Artery,1Fam,2Story,4,5,1940,1950,0,755,GasA,Y,1,0,4,1,7,1,Detchd,Unf,1,296,2009,108000
10778,SawyerW,Feedr,1Fam,SLvl,7,6,1990,1991,460,1054,GasA,Y,1,1,1,1,4,0,Attchd,Unf,2,462,2009,162000
19255,SawyerW,Norm,1Fam,SLvl,6,5,1983,1983,70,520,GasA,Y,1,1,2,1,5,1,Attchd,Unf,2,576,2009,156500
12327,SawyerW,Norm,1Fam,1.5Fin,8,8,1983,2009,1441,1496,GasA,Y,1,1,1,1,5,1,BuiltIn,Fin,2,612,2009,316600
14684,SawyerW,Norm,1Fam,1Story,7,7,1990,1991,485,2158,GasA,Y,2,0,3,1,7,1,Attchd,RFn,3,701,2009,271900
9317,SawyerW,Norm,1Fam,2Story,7,5,1993,1993,513,740,GasA,Y,2,1,3,1,7,1,Attchd,Unf,2,425,2009,213000
10560,SawyerW,Norm,1Fam,2Story,7,5,1993,1994,474,1079,GasA,Y,2,1,3,1,8,1,Attchd,RFn,2,473,2009,239900
9828,SawyerW,Norm,1Fam,2Story,8,5,1995,1995,584,1128,GasA,Y,2,1,3,1,8,1,Attchd,RFn,2,466,2009,239500
26400,SawyerW,Feedr,1Fam,2Story,5,7,1880,2007,0,0,GasA,Y,1,0,4,1,7,1,Attchd,Unf,2,576,2009,131000
7018,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,0,0,GasA,Y,2,0,4,2,8,0,Attchd,Unf,2,410,2009,118964
7018,SawyerW,Feedr,Duplex,SFoyer,5,5,1979,1979,1086,1086,GasA,Y,0,2,2,2,6,2,Detchd,Unf,2,528,2009,153337
7018,SawyerW,Feedr,Duplex,2Story,5,5,1979,1979,0,0,GasA,Y,2,0,6,2,8,0,Detchd,Unf,2,720,2009,147983
7018,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,0,0,GasA,Y,2,0,4,2,8,0,Attchd,Unf,2,400,2009,118858
7018,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,0,0,GasA,Y,2,0,4,2,8,0,Attchd,Unf,2,400,2009,118858
7018,SawyerW,Feedr,Duplex,2Story,5,5,1979,1979,0,0,GasA,Y,2,0,6,2,12,0,Detchd,Unf,2,528,2009,142953
7040,SawyerW,Feedr,Duplex,SFoyer,5,5,1979,1979,1094,1094,GasA,Y,0,2,2,2,6,2,Detchd,Unf,2,672,2009,148325
7007,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,0,0,GasA,Y,2,0,4,2,8,0,Attchd,Unf,2,400,2009,113722
11855,SawyerW,Norm,Duplex,2Story,7,5,2000,2000,820,1168,GasA,Y,4,2,6,2,8,2,BuiltIn,Fin,4,820,2009,269500
7939,SawyerW,Feedr,Duplex,2Story,7,5,2000,2000,820,1168,GasA,Y,4,2,6,2,8,2,BuiltIn,Fin,4,820,2009,269500
7976,SawyerW,Feedr,Duplex,2Story,7,5,2000,2000,820,1168,GasA,Y,4,2,6,2,8,2,BuiltIn,Fin,4,820,2009,269500
10933,CollgCr,Norm,1Fam,1Story,9,5,2009,2009,1021,1555,GasA,Y,1,1,1,1,8,1,Attchd,Fin,3,1138,2009,323262
10637,CollgCr,Norm,1Fam,1Story,8,5,2007,2008,1288,1705,GasA,Y,2,0,3,1,7,1,Attchd,RFn,3,826,2009,297000
10226,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,0,1622,GasA,Y,2,0,3,1,8,1,Attchd,RFn,3,860,2009,295493
10816,CollgCr,Norm,1Fam,1Story,9,5,2008,2008,1104,1720,GasA,Y,2,0,3,1,8,1,Attchd,RFn,3,846,2009,332000
9178,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,0,1468,GasA,Y,2,0,3,1,6,1,Attchd,RFn,3,904,2009,239900
10769,CollgCr,Norm,1Fam,2Story,8,5,2007,2007,20,866,GasA,Y,2,1,3,1,7,0,Attchd,RFn,2,578,2009,212000
11422,CollgCr,Norm,1Fam,1Story,8,5,2007,2008,1359,1838,GasA,Y,2,0,3,1,7,2,Attchd,RFn,2,524,2009,272500
11923,CollgCr,Norm,1Fam,1Story,9,5,2007,2007,0,1800,GasA,Y,2,0,2,1,7,0,Attchd,Fin,2,702,2009,239000
8814,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,1334,1604,GasA,Y,2,1,3,1,8,1,Attchd,RFn,2,660,2009,220000
6762,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,902,1282,GasA,Y,2,0,2,1,6,1,Attchd,RFn,2,662,2009,200000
10324,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,872,1254,GasA,Y,2,0,2,1,5,0,Attchd,RFn,3,810,2009,221800
7314,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,724,1232,GasA,Y,2,0,2,1,6,0,Attchd,RFn,2,632,2009,194500
11645,CollgCr,Norm,1Fam,1Story,8,5,2005,2006,24,1498,GasA,Y,2,0,3,1,7,1,Attchd,Fin,3,844,2009,237000
11646,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,0,704,GasA,Y,2,1,3,1,7,1,Attchd,Fin,2,440,2009,173000
12800,SawyerW,Norm,1Fam,SLvl,7,5,1989,1989,1518,1518,GasA,Y,2,0,2,1,5,1,Attchd,Fin,2,569,2009,275000
16698,ClearCr,Norm,1Fam,2Story,7,5,1992,1993,800,1449,GasA,Y,2,1,3,1,7,1,Attchd,Unf,2,525,2009,233500
28698,ClearCr,Norm,1Fam,2Story,5,5,1967,1967,249,1013,GasA,Y,2,1,3,1,7,0,Attchd,Fin,2,538,2009,185000
12464,CollgCr,Norm,1Fam,1Story,5,5,1996,1996,732,1040,GasA,Y,1,0,3,1,6,0,Detchd,Unf,2,576,2009,152000
